uid,path,cog,fri_dur,word,consonant,vowel,train,label,label_idx,class
utsu_7043,PhonGen2025/data/utsu/utsu_7043.npy,3446.008900591396,105.93757874265016,utsu,ts,u,yes,utsu,4,utsu
utsu_6241,PhonGen2025/data/utsu/utsu_6241.npy,3720.310277408488,95.86546215881062,utsu,ts,u,yes,utsu,4,utsu
utsu_5448,PhonGen2025/data/utsu/utsu_5448.npy,3692.988140380626,96.67516258909782,utsu,ts,u,yes,utsu,4,utsu
utsu_1503,PhonGen2025/data/utsu/utsu_1503.npy,3492.504936960596,75.13718585712729,utsu,ts,u,yes,utsu,4,utsu
utsu_3916,PhonGen2025/data/utsu/utsu_3916.npy,3929.255346126783,97.38203451162416,utsu,ts,u,yes,utsu,4,utsu
utsu_3263,PhonGen2025/data/utsu/utsu_3263.npy,4012.6847975353935,86.64012182466661,utsu,ts,u,yes,utsu,4,utsu
utsu_0264,PhonGen2025/data/utsu/utsu_0264.npy,4139.414610791725,73.89017454439596,utsu,ts,u,yes,utsu,4,utsu
utsu_3807,PhonGen2025/data/utsu/utsu_3807.npy,3093.5899009773643,86.7740750608275,utsu,ts,u,yes,utsu,4,utsu
utsu_4085,PhonGen2025/data/utsu/utsu_4085.npy,3620.76137398184,89.52325606864134,utsu,ts,u,yes,utsu,4,utsu
utsu_7840,PhonGen2025/data/utsu/utsu_7840.npy,3422.10634160001,84.21645271199532,utsu,ts,u,yes,utsu,4,utsu
utsu_1812,PhonGen2025/data/utsu/utsu_1812.npy,4523.844714947201,102.05666871261197,utsu,ts,u,yes,utsu,4,utsu
utsu_1145,PhonGen2025/data/utsu/utsu_1145.npy,4334.655266334702,102.86272672134616,utsu,ts,u,yes,utsu,4,utsu
utsu_5828,PhonGen2025/data/utsu/utsu_5828.npy,3753.066511229702,86.92510166870261,utsu,ts,u,yes,utsu,4,utsu
utsu_2150,PhonGen2025/data/utsu/utsu_2150.npy,4582.99038797133,86.79868205565674,utsu,ts,u,yes,utsu,4,utsu
utsu_3930,PhonGen2025/data/utsu/utsu_3930.npy,4222.731315690788,101.8526497229517,utsu,ts,u,yes,utsu,4,utsu
utsu_6320,PhonGen2025/data/utsu/utsu_6320.npy,3616.249842578537,108.05429511115136,utsu,ts,u,yes,utsu,4,utsu
utsu_3291,PhonGen2025/data/utsu/utsu_3291.npy,3758.489957569474,114.36876007763507,utsu,ts,u,yes,utsu,4,utsu
utsu_0683,PhonGen2025/data/utsu/utsu_0683.npy,4024.535305299042,96.6276565313468,utsu,ts,u,yes,utsu,4,utsu
utsu_2841,PhonGen2025/data/utsu/utsu_2841.npy,4195.717581060758,117.2515507666171,utsu,ts,u,yes,utsu,4,utsu
utsu_1003,PhonGen2025/data/utsu/utsu_1003.npy,3673.1554722346496,97.7120368117234,utsu,ts,u,yes,utsu,4,utsu
utsu_6756,PhonGen2025/data/utsu/utsu_6756.npy,4853.99789542175,73.92531696488493,utsu,ts,u,yes,utsu,4,utsu
utsu_5130,PhonGen2025/data/utsu/utsu_5130.npy,3861.038227051203,82.7634734558921,utsu,ts,u,yes,utsu,4,utsu
utsu_4291,PhonGen2025/data/utsu/utsu_4291.npy,4531.35864903202,75.61873225391457,utsu,ts,u,yes,utsu,4,utsu
utsu_2174,PhonGen2025/data/utsu/utsu_2174.npy,3648.058749885589,95.30661713986916,utsu,ts,u,yes,utsu,4,utsu
utsu_0484,PhonGen2025/data/utsu/utsu_0484.npy,4195.050273742724,92.36754564788944,utsu,ts,u,yes,utsu,4,utsu
utsu_3814,PhonGen2025/data/utsu/utsu_3814.npy,4262.801591575461,107.19742304399014,utsu,ts,u,yes,utsu,4,utsu
utsu_4415,PhonGen2025/data/utsu/utsu_4415.npy,3391.935200695824,95.49823141924116,utsu,ts,u,yes,utsu,4,utsu
utsu_0519,PhonGen2025/data/utsu/utsu_0519.npy,4086.93544392,90.36576200980906,utsu,ts,u,yes,utsu,4,utsu
utsu_6989,PhonGen2025/data/utsu/utsu_6989.npy,3933.097525567669,76.2472825115508,utsu,ts,u,yes,utsu,4,utsu
utsu_1346,PhonGen2025/data/utsu/utsu_1346.npy,3132.31653576583,96.24094203514456,utsu,ts,u,yes,utsu,4,utsu
utsu_0697,PhonGen2025/data/utsu/utsu_0697.npy,3241.945434093472,96.52397829877305,utsu,ts,u,yes,utsu,4,utsu
utsu_1010,PhonGen2025/data/utsu/utsu_1010.npy,3422.4679638249345,88.387089577054,utsu,ts,u,yes,utsu,4,utsu
utsu_6318,PhonGen2025/data/utsu/utsu_6318.npy,4237.1421637804,98.6088497117938,utsu,ts,u,yes,utsu,4,utsu
utsu_6596,PhonGen2025/data/utsu/utsu_6596.npy,3346.200963180587,102.3901120583485,utsu,ts,u,yes,utsu,4,utsu
utsu_2771,PhonGen2025/data/utsu/utsu_2771.npy,4167.443648536238,110.22966275889692,utsu,ts,u,yes,utsu,4,utsu
WtsW_2216,PhonGen2025/data/WtsW/WtsW_2216.npy,3248.053602189135,91.75500655455352,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2583,PhonGen2025/data/WtsW/WtsW_2583.npy,3709.500041431624,107.44942811259534,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1663,PhonGen2025/data/WtsW/WtsW_1663.npy,4621.803029782898,87.94352570229424,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3028,PhonGen2025/data/WtsW/WtsW_3028.npy,3801.076308563037,82.7988141093475,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4344,PhonGen2025/data/WtsW/WtsW_4344.npy,4428.402653316301,93.2740371502816,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2681,PhonGen2025/data/WtsW/WtsW_2681.npy,4124.25147598716,109.87659320149363,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1766,PhonGen2025/data/WtsW/WtsW_1766.npy,4435.634617896073,96.51221600585843,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1124,PhonGen2025/data/WtsW/WtsW_1124.npy,4591.623900702242,88.98696064066095,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4055,PhonGen2025/data/WtsW/WtsW_4055.npy,4437.669239514748,93.8929631012551,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3762,PhonGen2025/data/WtsW/WtsW_3762.npy,4420.641143031126,83.57031683686844,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1536,PhonGen2025/data/WtsW/WtsW_1536.npy,3922.570243353169,117.56229894010048,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2945,PhonGen2025/data/WtsW/WtsW_2945.npy,4257.848249630034,101.4836268145857,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2988,PhonGen2025/data/WtsW/WtsW_2988.npy,3751.3532438023744,74.86556327588892,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4292,PhonGen2025/data/WtsW/WtsW_4292.npy,3255.5719115040574,92.52382085762056,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4343,PhonGen2025/data/WtsW/WtsW_4343.npy,4578.39392031241,102.72850938847344,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4425,PhonGen2025/data/WtsW/WtsW_4425.npy,4869.252674975506,74.30859132710248,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_7942,PhonGen2025/data/WtsW/WtsW_7942.npy,4011.3927094213664,97.1061907175662,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4998,PhonGen2025/data/WtsW/WtsW_4998.npy,4919.50421024865,90.79683635916892,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2749,PhonGen2025/data/WtsW/WtsW_2749.npy,3564.07163275063,95.63587764831958,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2303,PhonGen2025/data/WtsW/WtsW_2303.npy,3954.485942614208,81.48974198564326,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3933,PhonGen2025/data/WtsW/WtsW_3933.npy,4403.967834544815,97.92734084121084,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_5957,PhonGen2025/data/WtsW/WtsW_5957.npy,3557.347566852856,105.03891840845608,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6132,PhonGen2025/data/WtsW/WtsW_6132.npy,4656.225000911641,93.583679400034,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_7597,PhonGen2025/data/WtsW/WtsW_7597.npy,3642.1143569182527,106.12248202915283,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0795,PhonGen2025/data/WtsW/WtsW_0795.npy,3671.664999207676,93.11031051166871,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3164,PhonGen2025/data/WtsW/WtsW_3164.npy,4246.09463513757,84.9140621439073,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_7941,PhonGen2025/data/WtsW/WtsW_7941.npy,3521.647906767844,80.86151875467232,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3182,PhonGen2025/data/WtsW/WtsW_3182.npy,3358.800035561037,111.59212265375686,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0764,PhonGen2025/data/WtsW/WtsW_0764.npy,3809.490937413251,101.76416828068008,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3079,PhonGen2025/data/WtsW/WtsW_3079.npy,4985.308748095767,78.36539002819706,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0812,PhonGen2025/data/WtsW/WtsW_0812.npy,4397.581228732392,105.65700368820116,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_7260,PhonGen2025/data/WtsW/WtsW_7260.npy,4357.557005236697,99.57510407067343,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6932,PhonGen2025/data/WtsW/WtsW_6932.npy,4664.26096684546,90.70650550264176,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1619,PhonGen2025/data/WtsW/WtsW_1619.npy,4172.107275948689,115.94902244198568,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6827,PhonGen2025/data/WtsW/WtsW_6827.npy,4145.234295294451,74.058226819343,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1043,PhonGen2025/data/WtsW/WtsW_1043.npy,3897.774922374608,100.24845191366694,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_5319,PhonGen2025/data/WtsW/WtsW_5319.npy,4225.111684489873,95.5806733666723,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4795,PhonGen2025/data/WtsW/WtsW_4795.npy,4491.215795466456,105.99491929598936,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0488,PhonGen2025/data/WtsW/WtsW_0488.npy,4081.016254730189,114.92584768350048,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1018,PhonGen2025/data/WtsW/WtsW_1018.npy,4089.802035966257,99.96971265772096,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2816,PhonGen2025/data/WtsW/WtsW_2816.npy,3783.1236919132543,103.10446738048869,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2717,PhonGen2025/data/WtsW/WtsW_2717.npy,4757.294583648644,109.54068516475714,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_5364,PhonGen2025/data/WtsW/WtsW_5364.npy,3606.274779525321,121.54337017424037,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2930,PhonGen2025/data/WtsW/WtsW_2930.npy,3439.4006687260817,120.40761467663322,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3363,PhonGen2025/data/WtsW/WtsW_3363.npy,3617.671720478409,94.55372896194864,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_5166,PhonGen2025/data/WtsW/WtsW_5166.npy,4359.067515203064,97.80189853101156,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1076,PhonGen2025/data/WtsW/WtsW_1076.npy,3817.774009615377,102.13785451643666,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6399,PhonGen2025/data/WtsW/WtsW_6399.npy,3621.500719409495,100.9018063381527,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4982,PhonGen2025/data/WtsW/WtsW_4982.npy,4327.579055343255,109.15431646518766,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6229,PhonGen2025/data/WtsW/WtsW_6229.npy,3809.928863168797,81.38742079214447,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2922,PhonGen2025/data/WtsW/WtsW_2922.npy,4368.935748882571,103.596126837323,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4020,PhonGen2025/data/WtsW/WtsW_4020.npy,4447.153507359024,105.82129273670044,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4332,PhonGen2025/data/WtsW/WtsW_4332.npy,4549.120679648494,82.89027222833431,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_7000,PhonGen2025/data/WtsW/WtsW_7000.npy,4101.032173056966,103.59872905993645,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1323,PhonGen2025/data/WtsW/WtsW_1323.npy,3195.865576571534,109.18654015930576,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_7732,PhonGen2025/data/WtsW/WtsW_7732.npy,3339.125209363609,98.49159550071096,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2253,PhonGen2025/data/WtsW/WtsW_2253.npy,4487.951559367084,85.77992340272733,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6655,PhonGen2025/data/WtsW/WtsW_6655.npy,4056.780277075248,88.36685129687879,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_7245,PhonGen2025/data/WtsW/WtsW_7245.npy,4331.631532311295,79.02690077791479,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0867,PhonGen2025/data/WtsW/WtsW_0867.npy,4567.645992258937,99.28823497268506,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_5592,PhonGen2025/data/WtsW/WtsW_5592.npy,3916.944348459733,96.51920697965866,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2466,PhonGen2025/data/WtsW/WtsW_2466.npy,3938.387518140977,100.49912690395928,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0466,PhonGen2025/data/WtsW/WtsW_0466.npy,3819.3500705751926,93.65077303301986,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2883,PhonGen2025/data/WtsW/WtsW_2883.npy,4640.270215079712,80.8684943695375,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4962,PhonGen2025/data/WtsW/WtsW_4962.npy,3787.74594344382,76.75901117946746,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_7043,PhonGen2025/data/WtsW/WtsW_7043.npy,4165.702799829418,119.51439886583316,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6241,PhonGen2025/data/WtsW/WtsW_6241.npy,4754.418745930499,84.26341704462865,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_5448,PhonGen2025/data/WtsW/WtsW_5448.npy,4312.872534155416,97.96752810939245,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1503,PhonGen2025/data/WtsW/WtsW_1503.npy,4727.663463394306,110.25160412951313,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3916,PhonGen2025/data/WtsW/WtsW_3916.npy,3482.1288778535504,94.80618558128462,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3263,PhonGen2025/data/WtsW/WtsW_3263.npy,4206.561272475035,75.87430137109116,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0264,PhonGen2025/data/WtsW/WtsW_0264.npy,3901.58511551004,101.5276509803646,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3807,PhonGen2025/data/WtsW/WtsW_3807.npy,3618.749476052643,109.13107188672134,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4085,PhonGen2025/data/WtsW/WtsW_4085.npy,3929.7937710014144,90.42793326432358,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_7840,PhonGen2025/data/WtsW/WtsW_7840.npy,3469.740681614426,102.5222689827626,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1812,PhonGen2025/data/WtsW/WtsW_1812.npy,4248.775326972115,86.32667101225947,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1145,PhonGen2025/data/WtsW/WtsW_1145.npy,4527.594559992873,75.10713877176474,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_5828,PhonGen2025/data/WtsW/WtsW_5828.npy,3730.3351853047634,105.23988649637968,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2150,PhonGen2025/data/WtsW/WtsW_2150.npy,4042.132461966092,89.87467765851143,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3930,PhonGen2025/data/WtsW/WtsW_3930.npy,3452.131092943266,109.26142102171444,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6320,PhonGen2025/data/WtsW/WtsW_6320.npy,4299.023864976301,97.93372586488526,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3291,PhonGen2025/data/WtsW/WtsW_3291.npy,4661.610717956123,87.85122380995091,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0683,PhonGen2025/data/WtsW/WtsW_0683.npy,4290.935821295587,86.16847009653428,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2841,PhonGen2025/data/WtsW/WtsW_2841.npy,4172.559483722974,97.81606421069448,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1003,PhonGen2025/data/WtsW/WtsW_1003.npy,3404.012261347681,85.2343692808907,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6756,PhonGen2025/data/WtsW/WtsW_6756.npy,4013.982012649342,101.88779194320388,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_5130,PhonGen2025/data/WtsW/WtsW_5130.npy,4160.853256936641,89.73008437342216,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4291,PhonGen2025/data/WtsW/WtsW_4291.npy,4057.032668981769,93.79558612714357,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2174,PhonGen2025/data/WtsW/WtsW_2174.npy,4081.350690278833,113.07293437867004,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0484,PhonGen2025/data/WtsW/WtsW_0484.npy,4323.352970679033,107.20698641733924,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_3814,PhonGen2025/data/WtsW/WtsW_3814.npy,4924.214252420556,105.17816300856472,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_4415,PhonGen2025/data/WtsW/WtsW_4415.npy,3500.512899426339,112.98421670746008,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0519,PhonGen2025/data/WtsW/WtsW_0519.npy,3959.717073066173,108.87438563014128,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6989,PhonGen2025/data/WtsW/WtsW_6989.npy,3433.1925748204458,91.20421352261332,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1346,PhonGen2025/data/WtsW/WtsW_1346.npy,3850.468892083149,95.88405623373733,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_0697,PhonGen2025/data/WtsW/WtsW_0697.npy,3841.916554476098,81.66913505178132,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_1010,PhonGen2025/data/WtsW/WtsW_1010.npy,3744.370446325365,77.76539844368352,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6318,PhonGen2025/data/WtsW/WtsW_6318.npy,4002.9066978426354,96.05962117832526,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_6596,PhonGen2025/data/WtsW/WtsW_6596.npy,3741.0019943018538,101.6345676034277,WtsW,ts,W,no,WtsW,5,WtsW
WtsW_2771,PhonGen2025/data/WtsW/WtsW_2771.npy,4037.337346391824,74.78061393230166,WtsW,ts,W,no,WtsW,5,WtsW
otso_2216,PhonGen2025/data/otso/otso_2216.npy,3278.453103750298,98.76859637026148,otso,ts,o,yes,otso,6,otso
otso_2583,PhonGen2025/data/otso/otso_2583.npy,3769.926722733953,121.2853258940883,otso,ts,o,yes,otso,6,otso
otso_1663,PhonGen2025/data/otso/otso_1663.npy,4324.371517395082,111.70190844372128,otso,ts,o,yes,otso,6,otso
otso_3028,PhonGen2025/data/otso/otso_3028.npy,4143.522887655619,103.23961707265042,otso,ts,o,yes,otso,6,otso
otso_4344,PhonGen2025/data/otso/otso_4344.npy,3526.252835378415,100.3279405809734,otso,ts,o,yes,otso,6,otso
otso_2681,PhonGen2025/data/otso/otso_2681.npy,3534.992713976924,112.2710093355247,otso,ts,o,yes,otso,6,otso
otso_1766,PhonGen2025/data/otso/otso_1766.npy,3708.763203402708,103.8834030279352,otso,ts,o,yes,otso,6,otso
otso_1124,PhonGen2025/data/otso/otso_1124.npy,3721.979606644744,112.12044954194526,otso,ts,o,yes,otso,6,otso
otso_4055,PhonGen2025/data/otso/otso_4055.npy,4434.589793966732,102.15930236785884,otso,ts,o,yes,otso,6,otso
otso_3762,PhonGen2025/data/otso/otso_3762.npy,3776.614523010485,101.71533574622404,otso,ts,o,yes,otso,6,otso
otso_1536,PhonGen2025/data/otso/otso_1536.npy,4555.698518581758,86.84148262835706,otso,ts,o,yes,otso,6,otso
otso_2945,PhonGen2025/data/otso/otso_2945.npy,3642.128859227582,99.57831903195586,otso,ts,o,yes,otso,6,otso
otso_2988,PhonGen2025/data/otso/otso_2988.npy,3977.886374076833,92.15372015816986,otso,ts,o,yes,otso,6,otso
otso_4292,PhonGen2025/data/otso/otso_4292.npy,3596.932819812246,88.1277455931402,otso,ts,o,yes,otso,6,otso
otso_4343,PhonGen2025/data/otso/otso_4343.npy,3812.37012166238,85.95516988649325,otso,ts,o,yes,otso,6,otso
otso_4425,PhonGen2025/data/otso/otso_4425.npy,4582.764857479344,82.57149191689608,otso,ts,o,yes,otso,6,otso
otso_7942,PhonGen2025/data/otso/otso_7942.npy,3642.9875313911753,108.78769524171558,otso,ts,o,yes,otso,6,otso
otso_4998,PhonGen2025/data/otso/otso_4998.npy,3842.654111100131,76.23596123008637,otso,ts,o,yes,otso,6,otso
otso_2749,PhonGen2025/data/otso/otso_2749.npy,4099.517287983757,81.25121479768482,otso,ts,o,yes,otso,6,otso
otso_2303,PhonGen2025/data/otso/otso_2303.npy,3871.9428782539135,104.0357014672947,otso,ts,o,yes,otso,6,otso
otso_3933,PhonGen2025/data/otso/otso_3933.npy,3411.3766124873327,98.46496589037308,otso,ts,o,yes,otso,6,otso
otso_5957,PhonGen2025/data/otso/otso_5957.npy,3677.598699244285,102.30316467521205,otso,ts,o,yes,otso,6,otso
otso_6132,PhonGen2025/data/otso/otso_6132.npy,3869.638257955572,73.64038069384102,otso,ts,o,yes,otso,6,otso
otso_7597,PhonGen2025/data/otso/otso_7597.npy,4147.979224936854,85.43104439817834,otso,ts,o,yes,otso,6,otso
otso_0795,PhonGen2025/data/otso/otso_0795.npy,3996.563921739946,101.24222635369672,otso,ts,o,yes,otso,6,otso
otso_3164,PhonGen2025/data/otso/otso_3164.npy,4041.169249389119,101.76130541525336,otso,ts,o,yes,otso,6,otso
otso_7941,PhonGen2025/data/otso/otso_7941.npy,3079.4604094843144,98.2927851627812,otso,ts,o,yes,otso,6,otso
otso_3182,PhonGen2025/data/otso/otso_3182.npy,4236.536363192202,101.40204082531412,otso,ts,o,yes,otso,6,otso
otso_0764,PhonGen2025/data/otso/otso_0764.npy,3981.550097909584,80.2836554924207,otso,ts,o,yes,otso,6,otso
otso_3079,PhonGen2025/data/otso/otso_3079.npy,3823.701372128323,111.3359780928653,otso,ts,o,yes,otso,6,otso
otso_0812,PhonGen2025/data/otso/otso_0812.npy,4066.090062102195,111.6129478629223,otso,ts,o,yes,otso,6,otso
otso_7260,PhonGen2025/data/otso/otso_7260.npy,3353.756297167796,91.1993847540462,otso,ts,o,yes,otso,6,otso
otso_6932,PhonGen2025/data/otso/otso_6932.npy,3121.269083421338,78.10384142676139,otso,ts,o,yes,otso,6,otso
otso_1619,PhonGen2025/data/otso/otso_1619.npy,4093.7501462146574,95.04396595729132,otso,ts,o,yes,otso,6,otso
otso_6827,PhonGen2025/data/otso/otso_6827.npy,4494.057889909295,76.86215480288993,otso,ts,o,yes,otso,6,otso
otso_1043,PhonGen2025/data/otso/otso_1043.npy,4387.6753214019,83.418344210772,otso,ts,o,yes,otso,6,otso
otso_5319,PhonGen2025/data/otso/otso_5319.npy,4493.112232751308,89.00313509949267,otso,ts,o,yes,otso,6,otso
otso_4795,PhonGen2025/data/otso/otso_4795.npy,3833.3182516336974,97.1763504485213,otso,ts,o,yes,otso,6,otso
otso_0488,PhonGen2025/data/otso/otso_0488.npy,4523.542588358711,84.40755225724503,otso,ts,o,yes,otso,6,otso
otso_1018,PhonGen2025/data/otso/otso_1018.npy,4950.663509673961,102.97892527015586,otso,ts,o,yes,otso,6,otso
otso_2816,PhonGen2025/data/otso/otso_2816.npy,3731.4286935692057,93.79804293193958,otso,ts,o,yes,otso,6,otso
otso_2717,PhonGen2025/data/otso/otso_2717.npy,4752.6291917016415,103.00082794415408,otso,ts,o,yes,otso,6,otso
otso_5364,PhonGen2025/data/otso/otso_5364.npy,3682.555390512084,102.36859301879596,otso,ts,o,yes,otso,6,otso
otso_2930,PhonGen2025/data/otso/otso_2930.npy,4037.2408823576766,116.84017731807,otso,ts,o,yes,otso,6,otso
otso_3363,PhonGen2025/data/otso/otso_3363.npy,3457.794288062163,106.28003461518956,otso,ts,o,yes,otso,6,otso
otso_5166,PhonGen2025/data/otso/otso_5166.npy,4796.989616671143,77.22510878635062,otso,ts,o,yes,otso,6,otso
otso_1076,PhonGen2025/data/otso/otso_1076.npy,4372.810460143567,84.59275125866807,otso,ts,o,yes,otso,6,otso
otso_6399,PhonGen2025/data/otso/otso_6399.npy,3299.596628800802,95.09310378047412,otso,ts,o,yes,otso,6,otso
otso_4982,PhonGen2025/data/otso/otso_4982.npy,4496.772903934249,107.16295912531965,otso,ts,o,yes,otso,6,otso
otso_6229,PhonGen2025/data/otso/otso_6229.npy,4443.966880247422,89.01585700512153,otso,ts,o,yes,otso,6,otso
otso_2922,PhonGen2025/data/otso/otso_2922.npy,3160.869737740737,99.04700385941068,otso,ts,o,yes,otso,6,otso
otso_4020,PhonGen2025/data/otso/otso_4020.npy,3777.864203707338,104.26305505115208,otso,ts,o,yes,otso,6,otso
otso_4332,PhonGen2025/data/otso/otso_4332.npy,4003.588947556104,83.61324346371943,otso,ts,o,yes,otso,6,otso
otso_7000,PhonGen2025/data/otso/otso_7000.npy,4157.314776854808,106.4178900596792,otso,ts,o,yes,otso,6,otso
otso_1323,PhonGen2025/data/otso/otso_1323.npy,3606.7963497671785,96.63952272152632,otso,ts,o,yes,otso,6,otso
otso_7732,PhonGen2025/data/otso/otso_7732.npy,4984.807244873584,99.44063609690777,otso,ts,o,yes,otso,6,otso
otso_2253,PhonGen2025/data/otso/otso_2253.npy,4317.400064221009,92.80236751139256,otso,ts,o,yes,otso,6,otso
otso_6655,PhonGen2025/data/otso/otso_6655.npy,3047.254326757016,94.1841385493762,otso,ts,o,yes,otso,6,otso
otso_7245,PhonGen2025/data/otso/otso_7245.npy,4565.259783641151,94.5892723387013,otso,ts,o,yes,otso,6,otso
otso_0867,PhonGen2025/data/otso/otso_0867.npy,4196.674946938843,82.32850463742287,otso,ts,o,yes,otso,6,otso
otso_5592,PhonGen2025/data/otso/otso_5592.npy,4015.448762566686,72.54234000264344,otso,ts,o,yes,otso,6,otso
otso_2466,PhonGen2025/data/otso/otso_2466.npy,4123.5280232971045,101.5756480657324,otso,ts,o,yes,otso,6,otso
otso_0466,PhonGen2025/data/otso/otso_0466.npy,3849.729099720451,103.30501096750471,otso,ts,o,yes,otso,6,otso
otso_2883,PhonGen2025/data/otso/otso_2883.npy,3317.351551637165,100.62904739357543,otso,ts,o,yes,otso,6,otso
otso_4962,PhonGen2025/data/otso/otso_4962.npy,3851.3834377701137,93.76689660118684,otso,ts,o,yes,otso,6,otso
